symbol,refseq,tag,ensembl_id,gene_id
KHDRBS1,NM_006559.3,MANE Select,ENST00000327300.12,10657
TMEM39B,NM_018056.4,MANE Select,ENST00000336294.10,55116
KPNA6,NM_012316.5,MANE Select,ENST00000373625.8,23633
TXLNA,NM_175852.4,MANE Select,ENST00000373610.8,200081
CCDC28B,NM_024296.5,MANE Select,ENST00000373602.10,79140
TMEM234,NM_019118.5,MANE Select,ENST00000309777.11,56063
IQCC,NM_018134.3,MANE Select,ENST00000291358.11,55721
DCDC2B,NM_001099434.2,MANE Select,ENST00000409358.2,149069
EIF3I,NM_003757.4,MANE Select,ENST00000677711.2,8668
FAM167B,NM_032648.3,MANE Select,ENST00000373582.4,84734
LCK,NM_005356.5,MANE Select,ENST00000336890.10,3932
HDAC1,NM_004964.3,MANE Select,ENST00000373548.8,3065
MARCKSL1,NM_023009.7,MANE Select,ENST00000329421.8,65108
TSSK3,NM_052841.4,MANE Select,ENST00000373534.4,81629
FAM229A,NM_001167676.2,MANE Select,ENST00000432622.2,100128071
BSDC1,NM_018045.8,MANE Select,ENST00000455895.7,55108
ZBTB8B,NM_001145720.2,MANE Select,ENST00000609129.2,728116
ZBTB8A,NM_001040441.3,MANE Select,ENST00000373510.9,653121
ZBTB8OS,NM_178547.5,MANE Select,ENST00000468695.6,339487
RBBP4,NM_005610.3,MANE Select,ENST00000373493.10,5928
SYNC,NM_030786.3,MANE Select,ENST00000409190.8,81493
KIAA1522,NM_020888.3,MANE Select,ENST00000401073.7,57648
YARS1,NM_003680.4,MANE Select,ENST00000373477.9,8565
S100PBP,NM_022753.4,MANE Select,ENST00000373475.10,64766
FNDC5,NM_153756.3,MANE Select,ENST00000373471.9,252995
HPCA,NM_002143.3,MANE Select,ENST00000373467.4,3208
TMEM54,NM_033504.4,MANE Select,ENST00000373463.8,113452
RNF19B,NM_001300826.2,MANE Select,ENST00000235150.5,127544
AK2,NM_001625.4,MANE Select,ENST00000672715.1,204
AZIN2,NM_052998.4,MANE Select,ENST00000294517.11,113451
TRIM62,NM_018207.3,MANE Select,ENST00000291416.10,55223
ZNF362,NM_152493.3,MANE Select,ENST00000539719.6,149076
A3GALT2,NM_001080438.1,MANE Select,ENST00000442999.3,127550
PHC2,NM_001385109.1,MANE Select,ENST00000683057.1,1912
ZSCAN20,NM_001377376.1,MANE Select,ENST00000684572.1,7579
CSMD2,NM_001281956.2,MANE Select,ENST00000373381.9,114784
HMGB4,NM_001379301.1,MANE Select,ENST00000681531.1,127540
C1orf94,NM_001134734.2,MANE Select,ENST00000488417.2,84970
GJB5,NM_005268.4,MANE Select,ENST00000338513.1,2709
GJB4,NM_153212.3,MANE Select,ENST00000339480.3,127534
GJB3,NM_024009.3,MANE Select,ENST00000373366.3,2707
GJA4,NM_002060.3,MANE Select,ENST00000342280.5,2701
SMIM12,NM_138428.6,MANE Select,ENST00000521580.3,113444
DLGAP3,NM_001080418.3,MANE Select,ENST00000373347.6,58512
TMEM35B,NM_001195156.2,MANE Select,ENST00000373337.4,100506144
ZMYM6,NM_007167.4,MANE Select,ENST00000357182.9,9204
ZMYM1,NM_024772.5,MANE Select,ENST00000359858.9,79830
SFPQ,NM_005066.3,MANE Select,ENST00000357214.6,6421
ZMYM4,NM_005095.3,MANE Select,ENST00000314607.11,9202
KIAA0319L,NM_024874.5,MANE Select,ENST00000325722.8,79932
NCDN,NM_014284.3,MANE Select,ENST00000373243.7,23154
TFAP2E,NM_178548.4,MANE Select,ENST00000373235.4,339488
PSMB2,NM_002794.5,MANE Select,ENST00000373237.4,5690
C1orf216,NM_152374.2,MANE Select,ENST00000270815.5,127703
CLSPN,NM_022111.4,MANE Select,ENST00000318121.8,63967
AGO4,NM_017629.4,MANE Select,ENST00000373210.4,192670
AGO1,NM_012199.5,MANE Select,ENST00000373204.6,26523
AGO3,NM_024852.4,MANE Select,ENST00000373191.9,192669
TEKT2,NM_014466.3,MANE Select,ENST00000207457.8,27285
ADPRS,NM_017825.3,MANE Select,ENST00000373178.5,54936
COL8A2,NM_005202.4,MANE Select,ENST00000397799.2,1296
TRAPPC3,NM_014408.5,MANE Select,ENST00000373166.8,27095
MAP7D1,NM_001388490.1,MANE Select,ENST00000474796.2,55700
THRAP3,NM_005119.4,MANE Select,ENST00000354618.10,9967
SH3D21,NM_001162530.2,MANE Select,ENST00000453908.8,79729
EVA1B,NM_001304762.2,MANE Select,ENST00000490466.2,55194
STK40,NM_001282547.2,MANE Select,ENST00000373132.4,83931
LSM10,NM_032881.3,MANE Select,ENST00000315732.3,84967
OSCP1,NM_145047.5,MANE Select,ENST00000235532.9,127700
MRPS15,NM_031280.4,MANE Select,ENST00000373116.6,64960
CSF3R,NM_000760.4,MANE Select,ENST00000373106.6,1441
GRIK3,NM_000831.4,MANE Select,ENST00000373091.8,2899
ZC3H12A,NM_025079.3,MANE Select,ENST00000373087.7,80149
MEAF6,NM_001270875.3,MANE Select,ENST00000296214.10,64769
SNIP1,NM_024700.4,MANE Select,ENST00000296215.8,79753
DNALI1,NM_003462.5,MANE Select,ENST00000652629.1,7802
GNL2,NM_013285.3,MANE Select,ENST00000373062.8,29889
RSPO1,NM_001242908.2,MANE Select,ENST00000356545.7,284654
C1orf109,NM_001350770.2,MANE Select,ENST00000486637.2,54955
CDCA8,NM_001256875.2,MANE Select,ENST00000373055.6,55143
EPHA10,NM_001099439.2,MANE Select,ENST00000373048.9,284656
MANEAL,NM_001113482.2,MANE Select,ENST00000373045.11,149175
YRDC,NM_024640.4,MANE Select,ENST00000373044.3,79693
C1orf122,NM_198446.3,MANE Select,ENST00000373042.5,127687
MTF1,NM_005955.3,MANE Select,ENST00000373036.5,4520
INPP5B,NM_005540.3,MANE Select,ENST00000373024.8,3633
SF3A3,NM_006802.4,MANE Select,ENST00000373019.5,10946
FHL3,NM_004468.5,MANE Select,ENST00000373016.4,2275
UTP11,NM_016037.4,MANE Select,ENST00000373014.5,51118
POU3F1,NM_002699.4,MANE Select,ENST00000373012.5,5453
RRAGC,NM_022157.4,MANE Select,ENST00000373001.4,64121
MYCBP,NM_012333.5,MANE Select,ENST00000397572.5,26292
GJA9,NM_030772.5,MANE Select,ENST00000357771.5,81025
RHBDL2,NM_017821.5,MANE Select,ENST00000372990.6,54933
AKIRIN1,NM_024595.3,MANE Select,ENST00000432648.8,79647
NDUFS5,NM_004552.3,MANE Select,ENST00000372969.8,4725
MACF1,NM_001394062.1,MANE Select,ENST00000564288.6,23499
BMP8A,NM_181809.4,MANE Select,ENST00000331593.6,353500
PABPC4,NM_001135653.2,MANE Select,ENST00000372858.8,8761
HEYL,NM_014571.4,MANE Select,ENST00000372852.4,26508
NT5C1A,NM_032526.3,MANE Select,ENST00000235628.2,84618
HPCAL4,NM_016257.4,MANE Select,ENST00000372844.8,51440
PPIE,NM_006112.4,MANE Select,ENST00000324379.10,10450
BMP8B,NM_001720.5,MANE Select,ENST00000372827.8,656
OXCT2,NM_022120.2,MANE Select,ENST00000327582.5,64064
TRIT1,NM_017646.6,MANE Select,ENST00000316891.10,54802
MYCL,NM_001033081.3,MANE Select,ENST00000372816.3,4610
MFSD2A,NM_032793.5,MANE Select,ENST00000372811.10,84879
CAP1,NM_006367.4,MANE Select,ENST00000372805.8,10487
PPT1,NM_000310.4,MANE Select,ENST00000642050.2,5538
RLF,NM_012421.4,MANE Select,ENST00000372771.5,6018
TMCO2,NM_001008740.4,MANE Select,ENST00000372766.4,127391
ZMPSTE24,NM_005857.5,MANE Select,ENST00000372759.4,10269
COL9A2,NM_001852.4,MANE Select,ENST00000372748.8,1298
SMAP2,NM_022733.3,MANE Select,ENST00000372718.8,64744
ZFP69B,NM_023070.3,MANE Select,ENST00000361584.5,65243
ZFP69,NM_001320179.2,MANE Select,ENST00000372706.6,339559
EXO5,NM_001346953.2,MANE Select,ENST00000415550.6,64789
ZNF684,NM_152373.4,MANE Select,ENST00000372699.8,127396
RIMS3,NM_014747.3,MANE Select,ENST00000372684.8,9783
NFYC,NM_014223.5,MANE Select,ENST00000447388.8,4802
KCNQ4,NM_004700.4,MANE Select,ENST00000347132.10,9132
CITED4,NM_133467.3,MANE Select,ENST00000372638.4,163732
CTPS1,NM_001905.4,MANE Select,ENST00000650070.2,1503
SLFNL1,NM_144990.4,MANE Select,ENST00000302946.13,200172
SCMH1,NM_001394311.1,MANE Select,ENST00000695335.1,22955
EDN2,NM_001956.5,MANE Select,ENST00000372587.5,1907
HIVEP3,NM_024503.5,MANE Select,ENST00000372583.6,59269
GUCA2B,NM_007102.3,MANE Select,ENST00000372581.2,2981
GUCA2A,NM_033553.3,MANE Select,ENST00000357001.3,2980
FOXJ3,NM_014947.5,MANE Select,ENST00000361346.6,22887
RIMKLA,NM_173642.4,MANE Select,ENST00000431473.4,284716
ZMYND12,NM_032257.5,MANE Select,ENST00000372565.8,84217
CCDC30,NM_001395517.1,MANE Select,ENST00000657597.2,728621
PPCS,NM_024664.4,MANE Select,ENST00000372561.4,79717
PPIH,NM_006347.4,MANE Select,ENST00000304979.8,10465
YBX1,NM_004559.5,MANE Select,ENST00000321358.12,4904
CLDN19,NM_148960.3,MANE Select,ENST00000296387.6,149461
P3H1,NM_022356.4,MANE Select,ENST00000296388.10,64175
C1orf50,NM_024097.4,MANE Select,ENST00000372525.7,79078
TMEM269,NM_001354602.2,MANE Select,ENST00000637012.2,100129924
SVBP,NM_199342.4,MANE Select,ENST00000372521.9,374969
ERMAP,NM_001017922.2,MANE Select,ENST00000372517.8,114625
ZNF691,NM_001242739.2,MANE Select,ENST00000651192.1,51058
SLC2A1,NM_006516.4,MANE Select,ENST00000426263.10,6513
FAM183A,NM_001101376.3,MANE Select,ENST00000335282.5,440585
EBNA1BP2,NM_006824.3,MANE Select,ENST00000236051.3,10969
CFAP57,NM_001378189.1,MANE Select,ENST00000372492.9,149465
TMEM125,NM_144626.3,MANE Select,ENST00000439858.6,128218
C1orf210,NM_182517.3,MANE Select,ENST00000523677.6,149466
TIE1,NM_005424.5,MANE Select,ENST00000372476.8,7075
MPL,NM_005373.3,MANE Select,ENST00000372470.9,4352
CDC20,NM_001255.3,MANE Select,ENST00000310955.11,991
ELOVL1,NM_022821.4,MANE Select,ENST00000372458.8,64834
MED8,NM_201542.5,MANE Select,ENST00000372457.9,112950
SZT2,NM_001365999.1,MANE Select,ENST00000634258.3,23334
HYI,NM_001190880.3,MANE Select,ENST00000372430.9,81888
PTPRF,NM_002840.5,MANE Select,ENST00000359947.9,5792
KDM4A,NM_014663.3,MANE Select,ENST00000372396.4,9682
ST3GAL3,NM_006279.5,MANE Select,ENST00000347631.8,6487
ARTN,NM_057091.3,MANE Select,ENST00000372359.10,9048
IPO13,NM_014652.4,MANE Select,ENST00000372343.8,9670
DPH2,NM_001384.5,MANE Select,ENST00000255108.8,1802
ATP6V0B,NM_004047.5,MANE Select,ENST00000472174.7,533
B4GALT2,NM_003780.5,MANE Select,ENST00000372324.6,8704
CCDC24,NM_152499.4,MANE Select,ENST00000372318.8,149473
SLC6A9,NM_001024845.3,MANE Select,ENST00000372310.8,6536
KLF17,NM_173484.4,MANE Select,ENST00000372299.4,128209
KLF18,NM_001358438.1,MANE Select,ENST00000634670.1,105378952
DMAP1,NM_019100.5,MANE Select,ENST00000372289.7,55929
ERI3,NM_024066.3,MANE Select,ENST00000372257.7,79033
RNF220,NM_018150.4,MANE Select,ENST00000361799.7,55182
TMEM53,NM_024587.4,MANE Select,ENST00000372237.8,79639
ARMH1,NM_001145636.2,MANE Select,ENST00000535358.6,339541
KIF2C,NM_006845.4,MANE Select,ENST00000372224.9,11004
RPS8,NM_001012.2,MANE Select,ENST00000396651.8,6202
BEST4,NM_153274.3,MANE Select,ENST00000372207.4,266675
PLK3,NM_004073.4,MANE Select,ENST00000372201.5,1263
DYNLT4,NM_001377534.1,MANE Select,ENST00000339355.3,343521
BTBD19,NM_001136537.3,MANE Select,ENST00000450269.6,149478
PTCH2,NM_003738.5,MANE Select,ENST00000372192.4,8643
EIF2B3,NM_020365.5,MANE Select,ENST00000360403.7,8891
HECTD3,NM_024602.6,MANE Select,ENST00000372172.5,79654
UROD,NM_000374.5,MANE Select,ENST00000246337.9,7389
ZSWIM5,NM_020883.2,MANE Select,ENST00000359600.6,57643
HPDL,NM_032756.4,MANE Select,ENST00000334815.6,84842
MUTYH,NM_001048174.2,MANE Select,ENST00000456914.7,4595
TOE1,NM_025077.4,MANE Select,ENST00000372090.6,114034
TESK2,NM_007170.3,MANE Select,ENST00000372086.4,10420
CCDC163,NM_001102601.3,MANE Select,ENST00000629482.3,126661
MMACHC,NM_015506.3,MANE Select,ENST00000401061.9,25974
PRDX1,NM_181697.3,MANE Select,ENST00000319248.13,5052
AKR1A1,NM_153326.3,MANE Select,ENST00000351829.9,10327
NASP,NM_002482.4,MANE Select,ENST00000350030.8,4678
CCDC17,NM_001114938.3,MANE Select,ENST00000528266.6,149483
GPBP1L1,NM_021639.5,MANE Select,ENST00000355105.8,60313
TMEM69,NM_016486.4,MANE Select,ENST00000372025.5,51249
IPP,NM_005897.3,MANE Select,ENST00000396478.4,3652
MAST2,NM_015112.3,MANE Select,ENST00000361297.7,23139
PIK3R3,NM_003629.4,MANE Select,ENST00000262741.10,8503
TSPAN1,NM_005727.4,MANE Select,ENST00000372003.6,10103
P3R3URF,NM_001328655.2,MANE Select,ENST00000506599.2,110117498
POMGNT1,NM_017739.4,MANE Select,ENST00000371984.8,55624
LURAP1,NM_001013615.3,MANE Select,ENST00000371980.4,541468
RAD54L,NM_003579.4,MANE Select,ENST00000371975.9,8438
LRRC41,NM_006369.5,MANE Select,ENST00000617190.5,10489
UQCRH,NM_006004.4,MANE Select,ENST00000311672.10,7388
NSUN4,NM_199044.4,MANE Select,ENST00000474844.6,387338
FAAH,NM_001441.3,MANE Select,ENST00000243167.9,2166
DMBX1,NM_172225.2,MANE Select,ENST00000360032.4,127343
TMEM275,NM_001396071.1,MANE Select,ENST00000697682.1,105378696
KNCN,NM_001322255.2,MANE Select,ENST00000481882.7,148930
MKNK1,NM_001135553.4,MANE Select,ENST00000371945.10,8569
MOB3C,NM_201403.3,MANE Select,ENST00000319928.9,148932
ATPAF1,NM_001394565.1,MANE Select,ENST00000574428.6,64756
TEX38,NM_001145474.4,MANE Select,ENST00000334122.5,374973
EFCAB14,NM_014774.3,MANE Select,ENST00000371933.8,9813
CYP4B1,NM_001099772.2,MANE Select,ENST00000371923.9,1580
CYP4A11,NM_000778.4,MANE Select,ENST00000310638.9,1579
CYP4X1,NM_178033.2,MANE Select,ENST00000371901.4,260293
CYP4Z1,NM_178134.3,MANE Select,ENST00000334194.4,199974
CYP4A22,NM_001010969.4,MANE Select,ENST00000371891.8,284541
PDZK1IP1,NM_005764.4,MANE Select,ENST00000294338.7,10158
TAL1,NM_001290403.2,MANE Select,ENST00000691006.1,6886
STIL,NM_001048166.1,MANE Select,ENST00000371877.8,6491
CMPK1,NM_016308.3,MANE Select,ENST00000371873.10,51727
FOXE3,NM_012186.3,MANE Select,ENST00000335071.4,2301
FOXD2,NM_004474.4,MANE Select,ENST00000334793.6,2306
TRABD2B,NM_001194986.2,MANE Select,ENST00000606738.3,388630
SLC5A9,NM_001011547.3,MANE Select,ENST00000438567.7,200010
SPATA6,NM_019073.4,MANE Select,ENST00000371847.8,54558
AGBL4,NM_032785.4,MANE Select,ENST00000371839.6,84871
BEND5,NM_024603.4,MANE Select,ENST00000371833.4,79656
ELAVL4,NM_001144774.3,MANE Select,ENST00000371824.7,1996
DMRTA2,NM_032110.3,MANE Select,ENST00000404795.4,63950
FAF1,NM_007051.3,MANE Select,ENST00000396153.7,11124
CDKN2C,NM_078626.3,MANE Select,ENST00000371761.4,1031
C1orf185,NM_001136508.2,MANE Select,ENST00000371759.7,284546
RNF11,NM_014372.5,MANE Select,ENST00000242719.4,26994
TTC39A,NM_001297663.2,MANE Select,ENST00000680483.1,22996
EPS15,NM_001981.3,MANE Select,ENST00000371733.8,2060
OSBPL9,NM_024586.6,MANE Select,ENST00000428468.6,114883
NRDC,NM_001101662.2,MANE Select,ENST00000352171.12,4898
RAB3B,NM_002867.4,MANE Select,ENST00000371655.4,5865
TXNDC12,NM_015913.4,MANE Select,ENST00000371626.9,51060
KTI12,NM_138417.3,MANE Select,ENST00000371614.2,112970
BTF3L4,NM_152265.5,MANE Select,ENST00000313334.13,91408
ZFYVE9,NM_004799.4,MANE Select,ENST00000287727.8,9372
CC2D1B,NM_001330585.2,MANE Select,ENST00000284376.8,200014
ORC1,NM_004153.4,MANE Select,ENST00000371568.8,4998
PRPF38A,NM_032864.4,MANE Select,ENST00000257181.10,84950
TUT4,NM_001009881.3,MANE Select,ENST00000257177.9,23318
GPX7,NM_015696.5,MANE Select,ENST00000361314.5,2882
SHISAL2A,NM_001042693.3,MANE Select,ENST00000517870.2,348378
COA7,NM_023077.3,MANE Select,ENST00000371538.5,65260
ZYG11B,NM_024646.3,MANE Select,ENST00000294353.7,79699
ZYG11A,NM_001004339.3,MANE Select,ENST00000371528.2,440590
ECHDC2,NM_001198961.2,MANE Select,ENST00000371522.9,55268
SCP2,NM_002979.5,MANE Select,ENST00000371514.8,6342
PODN,NM_153703.5,MANE Select,ENST00000312553.10,127435
SLC1A7,NM_006671.6,MANE Select,ENST00000371494.9,6512
CPT2,NM_000098.3,MANE Select,ENST00000371486.4,1376
CZIB,NM_017887.3,MANE Select,ENST00000294360.5,54987
MAGOH,NM_002370.4,MANE Select,ENST00000371470.8,4116
LRP8,NM_004631.5,MANE Select,ENST00000306052.12,7804
DMRTB1,NM_033067.3,MANE Select,ENST00000371445.3,63948
GLIS1,NM_001367484.1,MANE Select,ENST00000628545.2,148979
NDC1,NM_018087.5,MANE Select,ENST00000371429.4,55706
YIPF1,NM_018982.5,MANE Select,ENST00000072644.7,54432
DIO1,NM_000792.7,MANE Select,ENST00000361921.8,1733
HSPB11,NM_016126.4,MANE Select,ENST00000194214.10,51668
LRRC42,NM_001256409.2,MANE Select,ENST00000371370.8,115353
LDLRAD1,NM_001010978.4,MANE Select,ENST00000371360.2,388633
TMEM59,NM_004872.5,MANE Select,ENST00000234831.10,9528
TCEANC2,NM_153035.3,MANE Select,ENST00000234827.6,127428
CDCP2,NM_001353655.3,MANE Select,ENST00000530059.3,200008
CYB5RL,NM_001031672.4,MANE Select,ENST00000534324.6,606495
MRPL37,NM_016491.4,MANE Select,ENST00000360840.9,51253
ACOT11,NM_147161.4,MANE Select,ENST00000343744.7,26027
FAM151A,NM_176782.3,MANE Select,ENST00000302250.7,338094
MROH7,NM_001039464.4,MANE Select,ENST00000421030.7,374977
TTC4,NM_004623.5,MANE Select,ENST00000371281.4,7268
PARS2,NM_152268.4,MANE Select,ENST00000371279.4,25973
TTC22,NM_001114108.2,MANE Select,ENST00000371276.9,55001
LEXM,NM_001110533.2,MANE Select,ENST00000371273.4,163747
DHCR24,NM_014762.4,MANE Select,ENST00000371269.9,1718
TMEM61,NM_182532.3,MANE Select,ENST00000371268.4,199964
BSND,NM_057176.3,MANE Select,ENST00000651561.1,7809
PCSK9,NM_174936.4,MANE Select,ENST00000302118.5,255738
USP24,NM_015306.3,MANE Select,ENST00000294383.7,23358
PLPP3,NM_003713.5,MANE Select,ENST00000371250.4,8613
PRKAA2,NM_006252.4,MANE Select,ENST00000371244.9,5563
FYB2,NM_001004303.5,MANE Select,ENST00000343433.7,199920
C8A,NM_000562.3,MANE Select,ENST00000361249.4,731
C8B,NM_000066.4,MANE Select,ENST00000371237.9,732
DAB1,NM_001365792.1,MANE Select,ENST00000371236.7,1600
OMA1,NM_145243.5,MANE Select,ENST00000371226.8,115209
TACSTD2,NM_002353.3,MANE Select,ENST00000371225.4,4070
MYSM1,NM_001085487.3,MANE Select,ENST00000472487.6,114803
JUN,NM_002228.4,MANE Select,ENST00000371222.4,3725
FGGY,NM_018291.5,MANE Select,ENST00000303721.12,55277
HOOK1,NM_015888.6,MANE Select,ENST00000371208.5,51361
CYP2J2,NM_000775.4,MANE Select,ENST00000371204.4,1573
C1orf87,NM_152377.3,MANE Select,ENST00000371201.3,127795
NFIA,NM_001134673.4,MANE Select,ENST00000403491.8,4774
TM2D1,NM_032027.3,MANE Select,ENST00000606498.5,83941
PATJ,NM_001350145.3,MANE Select,ENST00000642238.2,10207
L1TD1,NM_019079.5,MANE Select,ENST00000498273.2,54596
KANK4,NM_181712.5,MANE Select,ENST00000371153.9,163782
USP1,NM_003368.5,MANE Select,ENST00000339950.5,7398
DOCK7,NM_001367561.1,MANE Select,ENST00000635253.2,85440
ANGPTL3,NM_014495.4,MANE Select,ENST00000371129.4,27329
ATG4C,NM_032852.4,MANE Select,ENST00000317868.9,84938
FOXD3,NM_012183.3,MANE Select,ENST00000371116.4,27022
ALG6,NM_013339.4,MANE Select,ENST00000263440.6,29929
ITGB3BP,NM_014288.5,MANE Select,ENST00000271002.15,23421
EFCAB7,NM_032437.4,MANE Select,ENST00000371088.5,84455
PGM1,NM_002633.3,MANE Select,ENST00000371084.8,5236
ROR1,NM_005012.4,MANE Select,ENST00000371079.6,4919
UBE2U,NM_001366232.2,MANE Select,ENST00000371077.10,148581
CACHD1,NM_020925.4,MANE Select,ENST00000651257.2,57685
RAVER2,NM_001366165.2,MANE Select,ENST00000294428.8,55225
JAK1,NM_002227.4,MANE Select,ENST00000342505.5,3716
AK4,NM_013410.4,MANE Select,ENST00000327299.8,205
DNAJC6,NM_001256864.2,MANE Select,ENST00000371069.5,9829
LEPR,NM_002303.6,MANE Select,ENST00000349533.11,3953
LEPROT,NM_017526.5,MANE Select,ENST00000371065.9,54741
PDE4B,NM_002600.4,MANE Select,ENST00000341517.9,5142
SGIP1,NM_032291.4,MANE Select,ENST00000371037.9,84251
DYNLT5,NM_152665.3,MANE Select,ENST00000282670.7,200132
INSL5,NM_005478.6,MANE Select,ENST00000304526.3,10022
DNAI4,NM_024763.5,MANE Select,ENST00000371026.8,79819
MIER1,NM_001077700.3,MANE Select,ENST00000401041.6,57708
SLC35D1,NM_015139.3,MANE Select,ENST00000235345.6,23169
C1orf141,NM_001276351.2,MANE Select,ENST00000684719.1,400757
IL23R,NM_144701.3,MANE Select,ENST00000347310.10,149233
IL12RB2,NM_001374259.2,MANE Select,ENST00000674203.2,3595
SERBP1,NM_001018069.2,MANE Select,ENST00000361219.11,26135
GADD45A,NM_001924.4,MANE Select,ENST00000370986.9,1647
GNG12,NM_018841.6,MANE Select,ENST00000370982.4,55970
DIRAS3,NM_004675.5,MANE Select,ENST00000646789.1,9077
WLS,NM_024911.7,MANE Select,ENST00000262348.9,79971
RPE65,NM_000329.3,MANE Select,ENST00000262340.6,6121
DEPDC1,NM_001114120.3,MANE Select,ENST00000456315.7,55635
LRRC7,NM_001370785.2,MANE Select,ENST00000651989.2,57554
LRRC40,NM_017768.5,MANE Select,ENST00000370952.4,55631
SRSF11,NM_001350605.2,MANE Select,ENST00000370949.2,9295
ANKRD13C,NM_030816.5,MANE Select,ENST00000370944.9,81573
CTH,NM_001902.6,MANE Select,ENST00000370938.8,1491
PTGER3,NM_198719.2,MANE Select,ENST00000306666.10,5733
ZRANB2,NM_203350.3,MANE Select,ENST00000370920.8,9406
NEGR1,NM_173808.3,MANE Select,ENST00000357731.10,257194
LRRIQ3,NM_001105659.2,MANE Select,ENST00000354431.9,127255
FPGT,NM_003838.5,MANE Select,ENST00000370898.9,8790
TNNI3K,NM_015978.3,MANE Select,ENST00000326637.8,51086
LRRC53,NM_001382280.1,MANE Select,ENST00000294635.5,105378803
ERICH3,NM_001002912.5,MANE Select,ENST00000326665.10,127254
CRYZ,NM_001889.4,MANE Select,ENST00000340866.10,1429
TYW3,NM_138467.3,MANE Select,ENST00000370867.8,127253
LHX8,NM_001256114.2,MANE Select,ENST00000356261.4,431707
SLC44A5,NM_001130058.2,MANE Select,ENST00000370859.8,204962
ACADM,NM_000016.6,MANE Select,ENST00000370841.9,34
RABGGTB,NM_004582.4,MANE Select,ENST00000319942.8,5876
MSH4,NM_002440.4,MANE Select,ENST00000263187.4,4438
ASB17,NM_080868.3,MANE Select,ENST00000284142.7,127247
ST6GALNAC3,NM_152996.4,MANE Select,ENST00000328299.4,256435
ST6GALNAC5,NM_030965.3,MANE Select,ENST00000477717.6,81849
PIGK,NM_005482.3,MANE Select,ENST00000370812.8,10026
AK5,NM_174858.3,MANE Select,ENST00000354567.7,26289
ZZZ3,NM_015534.6,MANE Select,ENST00000370801.8,26009
USP33,NM_201624.3,MANE Select,ENST00000370794.7,23032
MIGA1,NM_198549.4,MANE Select,ENST00000370791.8,374986
NEXN,NM_144573.4,MANE Select,ENST00000334785.12,91624
FUBP1,NM_003902.5,MANE Select,ENST00000370768.7,8880
DNAJB4,NM_007034.5,MANE Select,ENST00000370763.6,11080
GIPC2,NM_017655.6,MANE Select,ENST00000370759.4,54810
PTGFR,NM_000959.4,MANE Select,ENST00000370757.8,5737
IFI44L,NM_006820.4,MANE Select,ENST00000370751.10,10964
IFI44,NM_006417.5,MANE Select,ENST00000370747.9,10561
ADGRL4,NM_022159.4,MANE Select,ENST00000370742.4,64123
